Main group,Taxon group,Scientific Name,Common name,Conservation action needed,Avoid negative impacts,Watching brief only,Link to Species Records on NBN Gateway,Threatened species,Legally protected species,S1 - on UKBAP list,S2 - Internatnl. Obligation,S3 - Rare in the UK (<16 10km sqs),S4 - <6 Scottish 10km sqs,S5 - >25% Scottish Decline,S6a - Endemic to Scotland,S6b - endemic sub-species/ race,Taxon Version Key,UKBAP Code
Fungi,lichen,Sporastatia polyspora,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019047,
Fungi,lichen,Sporastatia testudinea,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001498717,
Fungi,lichen,Staurothele arctica,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039835,
Fungi,lichen,Staurothele areolata,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020639,
Fungi,lichen,Staurothele bacilligera,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000020636,
Fungi,lichen,Staurothele geoica,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001498851,
Fungi,lichen,Staurothele rugulosa,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020643,
Fungi,lichen,Stereocaulon alpinum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000019052,
Fungi,lichen,Stereocaulon delisei,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000019057,2628
Fungi,lichen,Stereocaulon glareosum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019059,
Fungi,lichen,Stereocaulon plicatile,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,Yes,-,-,-,-,BMSSYS0000017964,
Fungi,lichen,Stereocaulon spathuliferum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019064,
Fungi,lichen,Stereocaulon symphycheilum,a Lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019065,2629
Fungi,lichen,Stereocaulon tornense,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001498952,
Fungi,lichen,Sticta canariensis sensu stricto ,a Lichen,Yes,-,-,NBN map,-,-,-,Yes,Yes,-,-,-,-,NHMSYS0000364760,2630
Fungi,lichen,Sticta fuliginosa,a 'stinky' Sticta,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019362,
Fungi,lichen,Sticta limbata,Floury Sticta,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019363,
Fungi,lichen,Sticta sylvatica,a 'stinky' Sticta,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019364,
Fungi,lichen,Strangospora deplanata,a lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001443285,
Fungi,lichen,Strangospora microhaema,a lichen,-,-,Yes,NBN map,NT,-,-,Yes,Yes,-,-,-,-,NBNSYS0000019070,
Fungi,lichen,Strigula confusa,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001499159,
Fungi,lichen,Strigula muscicola,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001596578,
Fungi,lichen,Strigula taylorii,a lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019909,
Fungi,lichen,Strigula thelopsidoides,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001499164,
Fungi,lichen,Synalissa symphorea,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000019074,2638
Fungi,lichen,Thelenella larbalestieri,a Lichen,Yes,Yes,-,NBN map,VU,-,-,Yes,Yes,-,-,-,-,NHMSYS0001499552,
Fungi,lichen,Thelenella modesta,Warty Wax-lichen,Yes,Yes,-,NBN map,CR,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000019418,601
Fungi,lichen,Thelenella muscorum var. octospora,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001499554,
Fungi,lichen,Thelidium fontigenum,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001499631,
Fungi,lichen,Thelidium papulare forma sorediatum,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000018485,
Fungi,lichen,Thelocarpon magnussonii,a lichen,-,-,Yes,NBN map,DD,-,-,Yes,Yes,Yes,-,-,-,NHMSYS0001499650,
Fungi,lichen,Thelocarpon opertum,a lichen,-,-,Yes,NBN map,NT,-,-,Yes,Yes,Yes,-,-,-,BMSSYS0000018496,
Fungi,lichen,Thelopsis melathelia,a lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000016951,
Fungi,lichen,Thelotrema macrosporum,a Barnacle lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,BMSSYS0000018503,
Fungi,lichen,Thelotrema petractoides,a Barnacle lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,BMSSYS0000018504,
Fungi,lichen,Thermutis velutina,a lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019087,
Fungi,lichen,Toninia coelestina,a lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001499838,
Fungi,lichen,Toninia diffracta,a lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001499839,
Fungi,lichen,Toninia fusispora,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001499840,
Fungi,lichen,Toninia rosulata,a lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039803,
Fungi,lichen,Toninia sedifolia,a Lichen,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000158101,2662
Fungi,lichen,Toninia squalescens,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001499843,
Fungi,lichen,Toninia squalida,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000019100,
Fungi,lichen,Trapeliopsis viridescens,a lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019117,
Fungi,lichen,Trimmatothele perquisita,a lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020663,
Fungi,lichen,Umbilicaria hirsuta,a lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019126,
Fungi,lichen,Umbilicaria nylanderiana,a lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019128,
Fungi,lichen,Umbilicaria spodochroa,a Lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019132,2680
Fungi,lichen,Usnea ceratina,a Beard-lichen,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000019136,
Fungi,lichen,Usnea esperantiana,a Beard-lichen,-,-,Yes,NBN map,NT,-,-,Yes,Yes,Yes,-,-,-,NHMSYS0001501163,
Fungi,lichen,Usnea flavocardia,a Beard-lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001501164,
Fungi,lichen,Usnea florida,Witches' Whiskers Lichen,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001501165,2685
Fungi,lichen,Usnea glabrata,a Beard-lichen,-,-,Yes,NBN map,DD,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000019143,
Fungi,lichen,Usnea silesiaca,a Beard-lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001501188,
Fungi,lichen,Verrucaria degelii,a lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001501564,
Fungi,lichen,Vestergrenopsis elaeina,a lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039820,
Fungi,lichen,Vezdaea stipitata,a lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001501751,
Fungi,lichen,Vulpicida pinastri,a Lichen,Yes,-,-,NBN map,NT,-,-,-,Yes,-,-,-,-,BMSSYS0000019708,2696
Fungi,lichen,Wadeana dendrographa,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000019154,2697
Fungi,lichen,Wadeana minuta,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000019155,2698
Fungi,lichenicolous fungus,Arthonia almquistii,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001474921,
Fungi,lichenicolous fungus,Arthonia amylospora,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039557,
Fungi,lichenicolous fungus,Arthonia cohabitans,a fungus,Yes,Yes,-,NBN map,VU,-,-,Yes,Yes,Yes,-,Yes,-,NBNSYS0000039559,2062
Fungi,lichenicolous fungus,Arthonia graphidicola,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000039561,
Fungi,lichenicolous fungus,Arthonia invadens,a fungus,-,-,Yes,NBN map,NT,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000039562,2063
Fungi,lichenicolous fungus,Arthonia subfuscicola,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000001691,
Fungi,lichenicolous fungus,Arthonia thelotrematis,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039566,
Fungi,lichenicolous fungus,Cercidospora decolorella,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001477126,
Fungi,lichenicolous fungus,Chaenothecopsis epithallina,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000015557,
Fungi,lichenicolous fungus,Chaenothecopsis pusiola,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000015558,
Fungi,lichenicolous fungus,Chaenothecopsis vainioana,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001477252,
Fungi,lichenicolous fungus,Chaenothecopsis viridireagens,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001477253,
Fungi,lichenicolous fungus,Cyphelium marcianum,a fungus,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000015569,
Fungi,lichenicolous fungus,Dacampia hookeri,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000015990,
Fungi,lichenicolous fungus,Dacampia rufescentis,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000005577,
Fungi,lichenicolous fungus,Micarea inquinans,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000011215,
Fungi,lichenicolous fungus,Opegrapha brevis,a fungus,-,-,Yes,NBN map,NT,-,-,Yes,Yes,-,-,-,-,NBNSYS0000019235,
Fungi,lichenicolous fungus,Opegrapha glaucomaria,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001443021,
Fungi,lichenicolous fungus,Opegrapha pertusariicola,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001491393,
Fungi,lichenicolous fungus,Opegrapha pulvinata,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019222,
Fungi,lichenicolous fungus,Opegrapha rotunda,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000012452,
Fungi,lichenicolous fungus,Opegrapha sphaerophoricola,a fungus,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001491417,
Fungi,lichenicolous fungus,Opegrapha thelotrematis,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019236,
Fungi,lichenicolous fungus,Opegrapha zwackhii,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001491430,
Fungi,lichenicolous fungus,Rhizocarpon advenulum,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001496249,
Fungi,lichenicolous fungus,Rhizocarpon ochrolechiae,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000041625,
Fungi,lichenicolous fungus,Toninia plumbina,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018238,
Fungi,lichenicolous fungus,Toninia subfuscae,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001499845,
Fungi,non-lichenised fungus,Arthopyrenia subcerasi,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000039572,
Fungi,non-lichenised fungus,Arthothelium lirellans,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000015522,
Fungi,non-lichenised fungus,Chaenothecopsis viridialba,a fungus,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000015561,
Fungi,non-lichenised fungus,Eopyrenula avellanae,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000039624,
Fungi,non-lichenised fungus,Eopyrenula grandicula,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,BMSSYS0000006596,
Fungi,non-lichenised fungus,Eopyrenula septemseptata,a fungus,-,-,Yes,NBN map,NT,-,-,Yes,Yes,-,-,-,-,NBNSYS0000039626,
Fungi,non-lichenised fungus,Melaspilea bagliettoana,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000011108,
Fungi,non-lichenised fungus,Melaspilea lentiginosula,a fungus,-,-,Yes,NBN map,NT,-,-,Yes,Yes,Yes,-,Yes,-,NBNSYS0000018804,
Fungi,non-lichenised fungus,Mycocalicium subtile,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000015576,
Fungi,non-lichenised fungus,Mycomicrothelia atlantica,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001490354,
Fungi,non-lichenised fungus,Mycoporum lacteum,a fungus,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,BMSSYS0000011797,
Fungi,non-lichenised fungus,Phaeocalicium populneum,a fungus ,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000015577,
Fungi,non-lichenised fungus,Phaeocalicium praecedens,a fungus ,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000015578,
Fungi,non-lichenised fungus,Stenocybe septata,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001498919,
Fungi,non-lichenised fungus,Sticta canariensis (blue-green phycotype),a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0020108248,
Fungi,non-lichenised fungus,Sticta canariensis (combined thalli - green and blue-green phycotypes growing together)  ,a fungus,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0020102994,
Fungi,non-lichenised fungus,Tomasellia diffusa,a fungus,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000016650,
Fungi,non-lichenised fungus,Xerotrema megalospora,a fungus,-,-,Yes,NBN map,NT,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000019306,
Non vascular plants,liverwort,Acrobolbus wilsonii,Wilson's Pouchwort,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000309290,75
Non vascular plants,liverwort,Adelanthus lindenbergianus,Lindenberg's Featherwort,Yes,Yes,-,NBN map,EN,WCA 1981,Yes,-,Yes,Yes,-,-,-,NBNSYS0100000734,78
Non vascular plants,liverwort,Anastrophyllum alpinum,a Notchwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001596574,
Non vascular plants,liverwort,Anastrophyllum joergensenii,Joergensen's Notchwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000035869,2035
Non vascular plants,liverwort,Anastrophyllum saxicola,Curled Notchwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309330,
Non vascular plants,liverwort,Athalamia hyalina,a liverwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309383,
Non vascular plants,liverwort,Barbilophozia kunzeana,Bog Pawwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NHMSYS0000309400,2077
Non vascular plants,liverwort,Barbilophozia quadriloba,Four-fingered Pawwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000039934,
Non vascular plants,liverwort,Cephalozia ambigua,Snow Pincerwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309585,
Non vascular plants,liverwort,Cephaloziella elachista,Spurred Threadwort,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309601,
Non vascular plants,liverwort,Cephaloziella stellulifera,Heath Threadwort,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000309606,
Non vascular plants,liverwort,Cephaloziella turneri,Turner's Threadwort,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NHMSYS0000309608,
Non vascular plants,liverwort,Dumortiera hirsuta,Dumortier's Liverwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000036045,2235
Non vascular plants,liverwort,Fossombronia angulosa,Greater Frillwort,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000036010,
Non vascular plants,liverwort,Fossombronia fimbriata,Fragile Frillwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000036019,
Non vascular plants,liverwort,Fossombronia foveolata,Pitted Frillwort,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000036009,2275
Non vascular plants,liverwort,Geocalyx graveolens,Turps Pouchwort,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,-,-,-,-,NBNSYS0000035956,
Non vascular plants,liverwort,Gymnocolea acutiloba,Welsh Notchwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309992,
Non vascular plants,liverwort,Gymnomitrion apiculatum,Pointed Frostwort,Yes,Yes,-,NBN map,VU,WCA 1981,-,-,Yes,Yes,-,-,-,NHMSYS0000309997,
Non vascular plants,liverwort,Gymnomitrion corallioides,Coral Frostwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000035915,
Non vascular plants,liverwort,Herbertus borealis,Northern Prongwort,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,Yes,-,Yes,-,NBNSYS0000035766,360
Non vascular plants,liverwort,Jamesoniella undulifolia,Marsh Flapwort,Yes,Yes,-,NBN map,EN,WCA 1981,Yes,-,Yes,Yes,-,-,-,NHMSYS0000310108,391
Non vascular plants,liverwort,Jungermannia leiantha,Long-leaved Flapwort,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000035879,2354
Non vascular plants,liverwort,Jungermannia polaris,Arctic Flapwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000035882,
Non vascular plants,liverwort,Leiocolea gillmanii,Gillman's Notchwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0000310133,
Non vascular plants,liverwort,Leiocolea rutheana var. rutheana,Fen Notchwort,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000310137,422
Non vascular plants,liverwort,Lejeunea holtii,Holt's Pouncewort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000036000,2373
Non vascular plants,liverwort,Lejeunea mandonii,Atlantic Pouncewort,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000310143,406
Non vascular plants,liverwort,Lophozia wenzelii,Wenzel's Notchwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000035844,
Non vascular plants,liverwort,Marsupella arctica,Arctic Rustwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309955,2404
Non vascular plants,liverwort,Marsupella boeckii,Boeck's Rustwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309956,
Non vascular plants,liverwort,Marsupella condensata,Compact Rustwort,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309959,
Non vascular plants,liverwort,Marsupella sparsifolia,Rounded Rustwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309677,
Non vascular plants,liverwort,Nardia breidleri,Book Flapwort,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000035895,
Non vascular plants,liverwort,Odontoschisma macounii,Macoun's Flapwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000310238,
Non vascular plants,liverwort,Pallavicinia lyellii,Ribbonwort,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000036024,497
Non vascular plants,liverwort,Pedinophyllum interruptum,Craven Featherwort,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000035958,
Non vascular plants,liverwort,Petalophyllum ralfsii,Petalwort,Yes,Yes,-,NBN map,-,WCA 1981 3,Yes,-,Yes,Yes,-,-,-,NHMSYS0000310426,509
Non vascular plants,liverwort,Radula carringtonii,Carrington's Scalewort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NHMSYS0000310548,2557
Non vascular plants,liverwort,Riccia canaliculata,Channelled Crystalwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000036053,2568
Non vascular plants,liverwort,Riccia crystallina,Blue Crystalwort,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000310448,
Non vascular plants,liverwort,Riccia huebeneriana,Violet Crystalwort,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000036050,
Non vascular plants,liverwort,Scapania curta,Least Earwort,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000310466,
Non vascular plants,liverwort,Scapania gymnostomophila,Narrow-lobed Earwort,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000035923,
Non vascular plants,liverwort,Scapania paludosa,Floppy Earwort,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000310475,
Non vascular plants,liverwort,Scapania parvifolia,Obscure Earwort,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000035926,
Non vascular plants,liverwort,Scapania praetervisa,Ciliate Earwort,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000035929,
Non vascular plants,moss,Aloina brevirostris,Short-beaked Aloe-moss,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000036326,
Non vascular plants,moss,Aloina rigida,Rigid Aloe-moss,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000036327,
Non vascular plants,moss,Amblystegium confervoides,Tiny Feather-moss,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000309313,
Non vascular plants,moss,Amblystegium humile,Constricted Feather-moss,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000036811,
Non vascular plants,moss,Amblystegium radicale,Swamp Feather-moss,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309317,
Non vascular plants,moss,Andreaea alpestris,Slender Rock-moss,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000036112,
Non vascular plants,moss,Andreaea blyttii,Blytt's Rock-moss,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000036121,
Non vascular plants,moss,Andreaea frigida,Icy Rock-moss,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000309332,
Non vascular plants,moss,Andreaea nivalis,Snow Rock-moss,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000036122,2036
Non vascular plants,moss,Andreaea sinuosa,Small-spored Rock-moss,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309341,
Non vascular plants,moss,Anomodon attenuatus,Slender Tail-moss,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309355,
Non vascular plants,moss,Anomodon longifolius,Long-leaved Tail-moss,Yes,Yes,-,NBN map,EN,WCA 1981,-,-,Yes,Yes,-,-,-,NBNSYS0000036778,2040
Non vascular plants,moss,Aongstroemia longipes,Sprig-moss,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309368,
Non vascular plants,moss,Aphanorhegma patens,Spreading Earth-moss,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000309372,
Non vascular plants,moss,Aplodon wormskjoldii,Carrion-moss,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,Yes,-,-,NHMSYS0000309375,2048
Non vascular plants,moss,Blindia caespiticia,Dwarf Blindia,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309441,
Non vascular plants,moss,Brachythecium erythrorrhizon,Redfoot Feather-moss,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309449,
Non vascular plants,moss,Brachythecium glaciale,Snow Feather-moss,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000309450,
Non vascular plants,moss,Brachythecium reflexum,Reflexed Feather-moss,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000309455,
Non vascular plants,moss,Brachythecium starkei,Starke's Feather-moss,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309459,
Non vascular plants,moss,Brachythecium trachypodium,Lawers Feather-moss,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NHMSYS0000309460,
