Main group,Taxon group,Scientific Name,Common name,Conservation action needed,Avoid negative impacts,Watching brief only,Link to Species Records on NBN Gateway,Threatened species,Legally protected species,S1 - on UKBAP list,S2 - Internatnl. Obligation,S3 - Rare in the UK (<16 10km sqs),S4 - <6 Scottish 10km sqs,S5 - >25% Scottish Decline,S6a - Endemic to Scotland,S6b - endemic sub-species/ race,Taxon Version Key,UKBAP Code
Terrestrial invertebrates,insect - butterfly,Erynnis tages subsp. tages,Dingy Skipper,Yes,-,-,NBN map,-,-,-,-,-,-,-,-,Yes,NBNSYS0000042368,2255
Terrestrial invertebrates,insect - butterfly,Euphydryas aurinia form aurinia,Marsh Fritillary,Yes,-,-,NBN map,-,-,Yes,Yes,-,-,-,-,-,NHMSYS0000502585,300
Terrestrial invertebrates,insect - butterfly,Hipparchia semele,Grayling,Yes,-,-,NBN map,VU,-,Yes,-,-,-,Yes,-,-,NHMSYS0000520428,2334
Terrestrial invertebrates,insect - butterfly,Lasiommata megera,Wall,Yes,-,-,NBN map,NT,-,Yes,-,-,-,Yes,-,-,NHMSYS0000503020,2363
Terrestrial invertebrates,insect - earwig (Dermaptera),Labia minor,Lesser Earwig,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001387382,
Terrestrial invertebrates,insect - flea (Siphonaptera),Ceratophyllus (Emmareus) fionnus,Manx Shearwater Flea,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,Yes,-,NHMSYS0000545911,
Terrestrial invertebrates,insect - hymenopteran,Ammophila sabulosa,Red Banded Sand Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875039,
Terrestrial invertebrates,insect - hymenopteran,Ancistrocerus parietum,Wall Mason Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875050,
Terrestrial invertebrates,insect - hymenopteran,Andrena (Andrena) helvola,a Mining Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875064,
Terrestrial invertebrates,insect - hymenopteran,Andrena (Euandrena) ruficrus,a Mining Bee,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000875083,
Terrestrial invertebrates,insect - hymenopteran,Andrena (Margandrena) marginata,a Mining Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875097,
Terrestrial invertebrates,insect - hymenopteran,Andrena (Melandrena) cineraria,Grey Mining Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875099,
Terrestrial invertebrates,insect - hymenopteran,Andrena (Melandrena) nitida,a Mining Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875103,
Terrestrial invertebrates,insect - hymenopteran,Andrena (Poliandrena) tarsata,Tormentil Mining Bee,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000875133,2037
Terrestrial invertebrates,insect - hymenopteran,Anoplius (Anoplius) concinnus,a Spider-hunting Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875298,
Terrestrial invertebrates,insect - hymenopteran,Anthidium (Anthidium) manicatum,Wool-Carder Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875386,
Terrestrial invertebrates,insect - hymenopteran,Anthophora (Clisodon) furcata,Fork Tailed Flower Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875394,
Terrestrial invertebrates,insect - hymenopteran,Bombus (Pyrobombus) monticola,Mountain Bumble Bee,Yes,-,-,NBN map,-,-,-,-,-,-,Yes,-,-,NHMSYS0000875507,
Terrestrial invertebrates,insect - hymenopteran,Bombus (Subterraneobombus) distinguendus,Great Yellow Bumblebee,Yes,-,-,NBN map,-,-,Yes,-,-,-,-,Yes,-,NHMSYS0000875513,152
Terrestrial invertebrates,insect - hymenopteran,Bombus (Thoracombus) muscorum,Moss Carder-bee,-,-,Yes,NBN map,-,-,-,-,-,-,Yes,-,-,NHMSYS0000875519,2089
Terrestrial invertebrates,insect - hymenopteran,Bombus (Thoracombus) ruderarius,Red-shanked Carder-bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875532,2090
Terrestrial invertebrates,insect - hymenopteran,Ceropales maculata,a Spider-hunting Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875637,
Terrestrial invertebrates,insect - hymenopteran,Chrysura hirsuta,Northern Osmia Ruby-tailed Wasp,Yes,-,-,NBN map,-,-,Yes,-,Yes,Yes,-,Yes,-,NHMSYS0000875676,215
Terrestrial invertebrates,insect - hymenopteran,Colletes (Colletes) daviesanus,a bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875711,
Terrestrial invertebrates,insect - hymenopteran,Colletes (Colletes) floralis,Northern Colletes,-,-,Yes,NBN map,-,-,Yes,-,Yes,-,-,-,-,NHMSYS0000875712,235
Terrestrial invertebrates,insect - hymenopteran,Colletes (Colletes) fodiens,a bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875713,
Terrestrial invertebrates,insect - hymenopteran,Crabro peltarius,a solitary wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875734,
Terrestrial invertebrates,insect - hymenopteran,Crossocerus (Blepharipus) megacephalus,a Digger wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875751,
Terrestrial invertebrates,insect - hymenopteran,Crossocerus (Hoplocrabro) quadrimaculatus,4-Spotted Digger Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875772,
Terrestrial invertebrates,insect - hymenopteran,Diodontus tristis,Melancholy Black Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875831,
Terrestrial invertebrates,insect - hymenopteran,Dipogon (Deuteragenia) subintermedius,a Spider-hunting Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875835,
Terrestrial invertebrates,insect - hymenopteran,Dipogon (Deuteragenia) variegatus,a Spider-hunting Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875836,
Terrestrial invertebrates,insect - hymenopteran,Dryudella pinguis,a Hole nesting wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0100002902,
Terrestrial invertebrates,insect - hymenopteran,Ectemnius (Hypocrabro) continuus,a Digger wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875872,
Terrestrial invertebrates,insect - hymenopteran,Ectemnius (Metacrabro) cephalotes,a Digger wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875875,
Terrestrial invertebrates,insect - hymenopteran,Embolemus ruddii,an Aculeate,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875903,
Terrestrial invertebrates,insect - hymenopteran,Epeolus variegatus,a cuckoo bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875912,
Terrestrial invertebrates,insect - hymenopteran,Evagetes crassicornis,a Spider-hunting Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000009424,
Terrestrial invertebrates,insect - hymenopteran,Formica exsecta,Narrow-headed Ant,Yes,Yes,-,NBN map,EN,-,Yes,-,Yes,-,-,-,-,NHMSYS0000875953,308
Terrestrial invertebrates,insect - hymenopteran,Formica fusca,Negro Ant,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000875954,
Terrestrial invertebrates,insect - hymenopteran,Formicoxenus nitidulus,Shining Guest Ant,-,-,Yes,NBN map,-,-,Yes,-,-,Yes,-,-,-,NHMSYS0000875971,313
Terrestrial invertebrates,insect - hymenopteran,Harpactus tumidus,a Digger wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876038,
Terrestrial invertebrates,insect - hymenopteran,Hedychridium ardens,a ruby-tailed wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876040,
Terrestrial invertebrates,insect - hymenopteran,Hylaeus (Prosopis) brevicornis,Short Horned Yellow-Face Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876090,
Terrestrial invertebrates,insect - hymenopteran,Lasioglossum (Dialictus) smeathmanellum,a mining bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876135,
Terrestrial invertebrates,insect - hymenopteran,Lasioglossum (Evylaeus) fulvicorne,a mining bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876142,
Terrestrial invertebrates,insect - hymenopteran,Lasioglossum (Evylaeus) villosulum,Shaggy Mining Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876157,
Terrestrial invertebrates,insect - hymenopteran,Lindenius albilabris,a Digger wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876241,
Terrestrial invertebrates,insect - hymenopteran,Mimumesa dahlbomi,a black solitary wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0100004089,
Terrestrial invertebrates,insect - hymenopteran,Mutilla europaea,Large Velvet Ant,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876354,
Terrestrial invertebrates,insect - hymenopteran,Nomada fabriciana,Fabricius' Nomad Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876415,
Terrestrial invertebrates,insect - hymenopteran,Nomada leucophthalma,a Nomad bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876436,
Terrestrial invertebrates,insect - hymenopteran,Nomada obtusifrons,a Nomad bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876440,
Terrestrial invertebrates,insect - hymenopteran,Nomada roberjeotiana,a Nomad bee,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0100004273,
Terrestrial invertebrates,insect - hymenopteran,Osmia (Chalcosmia) caerulescens,Blue Mason Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876490,
Terrestrial invertebrates,insect - hymenopteran,Osmia (Helicosmia) aurulenta,Gold-Fringed Mason Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876494,
Terrestrial invertebrates,insect - hymenopteran,Osmia (Melanosmia) inermis,a Mason Bee,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,Yes,-,Yes,-,NHMSYS0000876496,491
Terrestrial invertebrates,insect - hymenopteran,Osmia (Melanosmia) parietina,Western Mason Bee,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000876497,492
Terrestrial invertebrates,insect - hymenopteran,Osmia (Melanosmia) uncinata,a Mason Bee,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,-,-,Yes,-,NHMSYS0000876499,493
Terrestrial invertebrates,insect - hymenopteran,Osmia (Osmia) rufa,Red Mason Bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876504,
Terrestrial invertebrates,insect - hymenopteran,Oxybelus uniglumis,Common Spiny Digger Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876526,
Terrestrial invertebrates,insect - hymenopteran,Pompilus cinereus,Leaden Spider Wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000009413,
Terrestrial invertebrates,insect - hymenopteran,Priocnemis (Priocnemis) schioedtei,a Spider-hunting wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876617,
Terrestrial invertebrates,insect - hymenopteran,Pseudomalus auratus,a Ruby-tailed wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0100004922,
Terrestrial invertebrates,insect - hymenopteran,Sphecodes gibbus,a solitary bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876682,
Terrestrial invertebrates,insect - hymenopteran,Stelis punctulatissima,a cuckoo bee,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876713,
Terrestrial invertebrates,insect - hymenopteran,Symmorphus bifasciatus,a Potter wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0100005641,
Terrestrial invertebrates,insect - hymenopteran,Tachysphex pompiliformis,a Spider-hunting wasp,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000876735,
Terrestrial invertebrates,insect - lacewing (Neuroptera),Hemerobius perelegans,a Lacewing,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000869709,
Terrestrial invertebrates,insect - lacewing (Neuroptera),Megalomus hirtus,Bordered Brown Lacewing,Yes,-,-,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000869715,2409
Terrestrial invertebrates,insect - moth,Acronicta psi,Grey Dagger,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006379,2003
Terrestrial invertebrates,insect - moth,Acronicta rumicis,Knot Grass,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006384,2004
Terrestrial invertebrates,insect - moth,Adscita statices,Forester,Yes,-,-,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000005663,2006
Terrestrial invertebrates,insect - moth,Aethes rutilana,Juniper Conch,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000501016,
Terrestrial invertebrates,insect - moth,Agrochola helvola,Flounced Chestnut,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006360,2011
Terrestrial invertebrates,insect - moth,Agrochola litura,Brown-spot Pinion,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006361,2012
Terrestrial invertebrates,insect - moth,Agrochola lychnidis,Beaded Chestnut,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000501173,2013
Terrestrial invertebrates,insect - moth,Allophyes oxyacanthae,Green-brindled Crescent,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006338,2023
Terrestrial invertebrates,insect - moth,Amphipoea oculea,Ear Moth,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006465,2030
Terrestrial invertebrates,insect - moth,Amphipyra tragopoginis,Mouse Moth,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006395,2031
Terrestrial invertebrates,insect - moth,Anania funebris,White-spotted Sable,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000501229,2032
Terrestrial invertebrates,insect - moth,Anarta cordigera,Small Dark Yellow Underwing,Yes,-,-,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000006234,2034
Terrestrial invertebrates,insect - moth,Apamea anceps,Large Nutmeg,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000501277,2045
Terrestrial invertebrates,insect - moth,Apamea remissa,Dusky Brocade,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000501111,2046
Terrestrial invertebrates,insect - moth,Apotomis infida,Rannoch Marble,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000501154,
Terrestrial invertebrates,insect - moth,Archinemapogon yildizae,Large Scotch Clothes,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000501282,
Terrestrial invertebrates,insect - moth,Arctia caja,Garden Tiger,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006143,2053
Terrestrial invertebrates,insect - moth,Atethmia centrago,Centre-barred Sallow,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006364,2070
Terrestrial invertebrates,insect - moth,Blepharita adusta,Dark Brocade,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000142992,2082
Terrestrial invertebrates,insect - moth,Brachylomia viminalis,Minor Shoulder-knot,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006318,2094
Terrestrial invertebrates,insect - moth,Callisto coffeella,Highland Slender,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000501594,
Terrestrial invertebrates,insect - moth,Caradrina morpheus,Mottled Rustic,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006492,2128
Terrestrial invertebrates,insect - moth,Celaena haworthii,Haworth's Minor,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006472,2138
Terrestrial invertebrates,insect - moth,Celaena leucostigma,Crescent,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000517683,2139
Terrestrial invertebrates,insect - moth,Chesias legatella,Streak,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NHMSYS0000501740,2163
Terrestrial invertebrates,insect - moth,Chesias rufata,Broom-tip,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000005954,2164
Terrestrial invertebrates,insect - moth,Chiasmia clathrata,Latticed Heath,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0100002337,2165
Terrestrial invertebrates,insect - moth,Cossus cossus,Goat Moth,Yes,-,-,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000005662,2196
Terrestrial invertebrates,insect - moth,Cymatophorima diluta,Oak Lutestring,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000550500,2207
Terrestrial invertebrates,insect - moth,Dasypolia templi,Brindled Ochre,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006322,2216
Terrestrial invertebrates,insect - moth,Diarsia rubi,Small Square-spot,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006214,2219
Terrestrial invertebrates,insect - moth,Diloba caeruleocephala,Figure of Eight,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000006106,2224
Terrestrial invertebrates,insect - moth,Ecliptopera silaceata,Small Phoenix,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000502259,2236
Terrestrial invertebrates,insect - moth,Endromis versicolora,Kentish Glory,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000005716,
Terrestrial invertebrates,insect - moth,Ennomos erosaria,September Thorn,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000502380,2241
Terrestrial invertebrates,insect - moth,Ennomos quercinaria,August Thorn,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006003,2243
Terrestrial invertebrates,insect - moth,Entephria caesiata,Grey Mountain Carpet,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NHMSYS0000502383,2244
Terrestrial invertebrates,insect - moth,Epione vespertaria,Dark Bordered Beauty,Yes,-,-,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0100003050,284
Terrestrial invertebrates,insect - moth,Epirrhoe galiata,Galium Carpet,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000502465,2249
Terrestrial invertebrates,insect - moth,Eugnorisma glareosa,Autumnal Rustic,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NHMSYS0000502566,2258
Terrestrial invertebrates,insect - moth,Eulithis mellinata,Spinach,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000005837,2259
Terrestrial invertebrates,insect - moth,Euxoa nigricans,Garden Dart,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000502656,2269
Terrestrial invertebrates,insect - moth,Euxoa tritici,White-line Dart,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006167,1151
Terrestrial invertebrates,insect - moth,Graphiphora augur,Double Dart,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006200,2297
Terrestrial invertebrates,insect - moth,Hadena caesia,Grey,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000520318,
Terrestrial invertebrates,insect - moth,Hemaris tityus,Narrow-bordered Bee Hawk-moth,-,-,Yes,NBN map,-,-,Yes,-,Yes,-,-,-,-,NBNSYS0000006070,358
Terrestrial invertebrates,insect - moth,Hemistola chrysoprasaria,Small Emerald,-,-,Yes,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NBNSYS0000005746,2315
Terrestrial invertebrates,insect - moth,Hepialus humuli,Ghost Moth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000005307,2316
Terrestrial invertebrates,insect - moth,Hoplodrina blanda,Rustic,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000502877,2340
Terrestrial invertebrates,insect - moth,Hydraecia micacea,Rosy Rustic,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006466,2342
Terrestrial invertebrates,insect - moth,Lampronia capitella,Currant-shoot Borer,Yes,-,-,NBN map,-,-,Yes,-,Yes,Yes,-,-,-,NHMSYS0000502996,2361
Terrestrial invertebrates,insect - moth,Levipalpus hepatariella,Mountain Flat-body,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,MM0001Z1005LL6O1,
Terrestrial invertebrates,insect - moth,Lycia hirtaria,Brindled Beauty,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006018,2398
Terrestrial invertebrates,insect - moth,Macaria carbonaria,Netted Mountain Moth,Yes,-,-,NBN map,-,-,Yes,-,Yes,-,-,-,-,NBNSYS0100003855,574
Terrestrial invertebrates,insect - moth,Macaria wauaria,V-moth,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0100003859,2401
Terrestrial invertebrates,insect - moth,Malacosoma neustria,Lackey,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000005703,2403
Terrestrial invertebrates,insect - moth,Melanchra persicariae,Dot Moth,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006246,2413
Terrestrial invertebrates,insect - moth,Melanchra pisi,Broom Moth,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0100003966,2414
Terrestrial invertebrates,insect - moth,Mesoligia literosa,Rosy Minor,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006440,2425
Terrestrial invertebrates,insect - moth,Mythimna comma,Shoulder-striped Wainscot,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006298,2445
Terrestrial invertebrates,insect - moth,Nemapogon picarella,Pied Clothes,Yes,-,-,NBN map,-,-,Yes,-,Yes,Yes,Yes,-,-,NHMSYS0000503339,2447
Terrestrial invertebrates,insect - moth,Nematopogon magna,Scarce Long-horn,Yes,-,-,NBN map,-,-,Yes,-,Yes,Yes,Yes,-,-,NBNSYS0100004197,2448
Terrestrial invertebrates,insect - moth,Noctua orbona,Lunar Yellow Underwing,Yes,-,-,NBN map,-,-,Yes,-,-,Yes,-,-,-,NBNSYS0000006194,475
Terrestrial invertebrates,insect - moth,Orthonama vittata,Oblique Carpet,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000005792,2474
Terrestrial invertebrates,insect - moth,Orthosia gracilis,Powdered Quaker,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000503516,2475
Terrestrial invertebrates,insect - moth,Pelurga comitata,Dark Spinach,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000005829,2491
Terrestrial invertebrates,insect - moth,Periclepsis cinctana,Dover Twist,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000503681,
Terrestrial invertebrates,insect - moth,Perizoma albulata subsp. albulata,Grass Rivulet,-,-,Yes,NBN map,-,-,Yes,-,Yes,-,-,-,-,NHMSYS0000503693,2492
Terrestrial invertebrates,insect - moth,Protolampra sobrina,Cousin German,Yes,-,-,NBN map,-,-,Yes,-,Yes,-,-,-,-,NHMSYS0000503924,501
Terrestrial invertebrates,insect - moth,Rheumaptera hastata,Argent and Sable,-,-,Yes,NBN map,-,-,Yes,-,-,Yes,-,-,-,NBNSYS0000005867,549
Terrestrial invertebrates,insect - moth,Rhizedra lutosa,Large Wainscot,-,-,-,NBN map,-,-,Yes,-,-,-,-,-,-,NHMSYS0000504048,1150
Terrestrial invertebrates,insect - moth,Scopula marginepunctata,Mullein Wave,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000005762,2595
Terrestrial invertebrates,insect - moth,Scotopteryx chenopodiata,Shaded Broad-bar,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000005807,2596
Terrestrial invertebrates,insect - moth,Spilosoma lubricipeda,White Ermine,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006146,2619
Terrestrial invertebrates,insect - moth,Spilosoma luteum,Buff Ermine,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006147,2620
Terrestrial invertebrates,insect - moth,Stilbia anomala,Anomalous,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000006500,2632
Terrestrial invertebrates,insect - moth,Swammerdamia passerella,Scotch Ermel,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000504413,
Terrestrial invertebrates,insect - moth,Synanthedon scoliaeformis,Welsh Clearwing,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000005691,
Terrestrial invertebrates,insect - moth,Tholera cespitis,Hedge Rustic,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NHMSYS0000504506,2655
Terrestrial invertebrates,insect - moth,Tholera decimalis,Feathered Gothic,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006271,2656
Terrestrial invertebrates,insect - moth,Thumatha senex,Round-winged Muslin,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000504509,
Terrestrial invertebrates,insect - moth,Timandra comae,Blood-vein,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0100005831,2659
Terrestrial invertebrates,insect - moth,Trichiura crataegi,Pale Eggar,-,-,Yes,NBN map,-,-,Yes,-,-,-,(Yes),-,-,NBNSYS0000005701,2670
Terrestrial invertebrates,insect - moth,Trichopteryx polycommata,Barred Tooth-striped,-,-,Yes,NBN map,-,-,Yes,-,-,Yes,-,-,-,NHMSYS0000504582,616
Terrestrial invertebrates,insect - moth,Tyria jacobaeae,Cinnabar,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0000006155,2679
Terrestrial invertebrates,insect - moth,Watsonalla binaria,Oak Hook-tip,-,-,Yes,NBN map,-,-,Yes,-,-,-,-,-,-,NBNSYS0100005987,2700
